timestamp,sensor_value
2024-01-01 00:00:00,50.609434159508865
2024-01-01 01:00:00,47.92003178751901
2024-01-01 02:00:00,51.50090239161291
2024-01-01 03:00:00,51.88112943278243
2024-01-01 04:00:00,46.09792962269233
2024-01-01 05:00:00,47.39564098627537
2024-01-01 06:00:00,50.255680806334574
2024-01-01 07:00:00,49.36751481531284
2024-01-01 08:00:00,49.96639768499142
2024-01-01 09:00:00,48.29391214485284
2024-01-01 10:00:00,51.75879594972566
2024-01-01 11:00:00,51.555583870857895
2024-01-01 12:00:00,50.132061395122435
2024-01-01 13:00:00,52.25448241393607
2024-01-01 14:00:00,50.935018684504094
2024-01-01 15:00:00,48.28141507423352
2024-01-01 16:00:00,50.737501568165
2024-01-01 17:00:00,48.082234798342
2024-01-01 18:00:00,51.75690060261454
2024-01-01 19:00:00,67.39834279104299
2024-01-01 20:00:00,49.63027527290948
2024-01-01 21:00:00,48.63814091119212
2024-01-01 22:00:00,52.44508267734806
2024-01-01 23:00:00,49.690941035862394
2024-01-02 00:00:00,49.14334435567378
2024-01-02 01:00:00,49.29573289902354
2024-01-02 02:00:00,51.0646183711067
2024-01-02 03:00:00,50.730888128728154
2024-01-02 04:00:00,50.825465223191976
2024-01-02 05:00:00,50.861642006015764
2024-01-02 06:00:00,54.28329520174092
2024-01-02 07:00:00,49.187169967230766
2024-01-02 08:00:00,48.975514541856924
2024-01-02 09:00:00,48.37245454350425
2024-01-02 10:00:00,51.23195884515099
2024-01-02 11:00:00,52.257944585441784
2024-01-02 12:00:00,49.77210508469025
2024-01-02 13:00:00,48.31968704607495
2024-01-02 14:00:00,48.35103756861752
2024-01-02 15:00:00,51.3011855756494
2024-01-02 16:00:00,51.486508342406886
2024-01-02 17:00:00,51.08630853661039
2024-01-02 18:00:00,48.66898058542261
2024-01-02 19:00:00,50.46432264613344
2024-01-02 20:00:00,50.23337161828146
2024-01-02 21:00:00,50.437377193458026
2024-01-02 22:00:00,51.74285755589638
2024-01-02 23:00:00,50.447191097549364
2024-01-03 00:00:00,51.35782712614379
2024-01-03 01:00:00,50.135158138977786
2024-01-03 02:00:00,50.57823879737997
2024-01-03 03:00:00,51.26257645167708
2024-01-03 04:00:00,47.085688360288664
2024-01-03 05:00:00,49.3606575672854
2024-01-03 06:00:00,49.05925469141441
2024-01-03 07:00:00,48.722244303513314
2024-01-03 08:00:00,49.449715497546634
2024-01-03 09:00:00,52.98988262246879
2024-01-03 10:00:00,48.26833776861351
2024-01-03 11:00:00,51.93655670918296
2024-01-03 12:00:00,46.63426045676839
2024-01-03 13:00:00,49.33022994002845
2024-01-03 14:00:00,50.32550613021001
2024-01-03 15:00:00,51.172444662718554
2024-01-03 16:00:00,51.42245315958571
2024-01-03 17:00:00,51.58669447039985
2024-01-03 18:00:00,49.30254985550312
2024-01-03 19:00:00,49.075296414670866
2024-01-03 20:00:00,51.71595176251431
2024-01-03 21:00:00,49.61739135023677
2024-01-03 22:00:00,47.448627353324156
2024-01-03 23:00:00,47.73342557199304
2024-01-04 00:00:00,48.16109542799678
2024-01-04 01:00:00,50.99432148810753
2024-01-04 02:00:00,50.28485147214113
2024-01-04 03:00:00,51.380970708135536
2024-01-04 04:00:00,49.14549470732693
2024-01-04 05:00:00,50.31707938215343
2024-01-04 06:00:00,51.25118078793467
2024-01-04 07:00:00,49.381306920559524
2024-01-04 08:00:00,50.913550475114825
2024-01-04 09:00:00,48.676148117866695
2024-01-04 10:00:00,49.273892306869854
2024-01-04 11:00:00,49.23652421200334
2024-01-04 12:00:00,47.60832070882192
2024-01-04 13:00:00,50.97394496157116
2024-01-04 14:00:00,49.06119531959455
2024-01-04 15:00:00,50.024988237455375
2024-01-04 16:00:00,50.961493317811815
2024-01-04 17:00:00,50.893062352059886
2024-01-04 18:00:00,68.691182031324
2024-01-04 19:00:00,49.80302903098115
2024-01-04 20:00:00,49.153403375911694
2024-01-04 21:00:00,49.8405635781872
2024-01-04 22:00:00,46.62533113208394
2024-01-04 23:00:00,47.10577505515383
2024-01-05 00:00:00,47.354600775291196
2024-01-05 01:00:00,48.005506344797034
2024-01-05 02:00:00,50.799548453446874
2024-01-05 03:00:00,48.18904188927988
2024-01-05 04:00:00,49.24367489192122
2024-01-05 05:00:00,52.59845659557213
2024-01-05 06:00:00,49.287472057877146
2024-01-05 07:00:00,51.47503113693417
2024-01-05 08:00:00,48.132764639980245
2024-01-05 09:00:00,49.58912488426474
2024-01-05 10:00:00,48.09995589017884
2024-01-05 11:00:00,49.321933848198874
2024-01-05 12:00:00,51.68061627491479
2024-01-05 13:00:00,46.5453591536153
2024-01-05 14:00:00,50.86884728709172
2024-01-05 15:00:00,50.47547120466456
2024-01-05 16:00:00,48.811700088606415
2024-01-05 17:00:00,47.107884291223094
2024-01-05 18:00:00,50.14425901542774
2024-01-05 19:00:00,48.941014581872395
2024-01-05 20:00:00,50.46535242270941
2024-01-05 21:00:00,50.043704291046886
2024-01-05 22:00:00,53.20355778264183
2024-01-05 23:00:00,49.52128874505395
2024-01-06 00:00:00,47.95300501475627
2024-01-06 01:00:00,50.35855126991263
2024-01-06 02:00:00,50.43999336794353
2024-01-06 03:00:00,52.718375150480874
2024-01-06 04:00:00,72.684097733091
2024-01-06 05:00:00,50.71374211829902
2024-01-06 06:00:00,52.926605782439125
2024-01-06 07:00:00,47.622473891354296
2024-01-06 08:00:00,48.7204969345005
2024-01-06 09:00:00,48.14684811718895
2024-01-06 10:00:00,66.43152366374134
2024-01-06 11:00:00,47.24662770488738
2024-01-06 12:00:00,51.27030189362881
2024-01-06 13:00:00,49.555554605802456
2024-01-06 14:00:00,47.05838741099468
2024-01-06 15:00:00,47.96884183758492
2024-01-06 16:00:00,50.62702769490039
2024-01-06 17:00:00,51.67625313578876
2024-01-06 18:00:00,53.99346178338357
2024-01-06 19:00:00,55.82772493201466
2024-01-06 20:00:00,50.82881886655199
2024-01-06 21:00:00,48.020923759936274
2024-01-06 22:00:00,45.73590743853738
2024-01-06 23:00:00,50.53542292468767
2024-01-07 00:00:00,48.37411780937935
2024-01-07 01:00:00,49.16928547964063
2024-01-07 02:00:00,48.77580640188038
2024-01-07 03:00:00,49.71841822716723
2024-01-07 04:00:00,52.13196046157529
2024-01-07 05:00:00,50.31409713489069
2024-01-07 06:00:00,49.68273032592262
2024-01-07 07:00:00,47.928692494348375
2024-01-07 08:00:00,46.650634110591284
2024-01-07 09:00:00,49.027384181853336
2024-01-07 10:00:00,49.89243489836336
2024-01-07 11:00:00,53.53585982715977
2024-01-07 12:00:00,50.26054904294577
2024-01-07 13:00:00,51.96547902204612
2024-01-07 14:00:00,49.001408802921695
2024-01-07 15:00:00,47.63011246716595
2024-01-07 16:00:00,48.06976647553525
2024-01-07 17:00:00,48.54954787092849
2024-01-07 18:00:00,54.25693946487033
2024-01-07 19:00:00,48.35722664155123
2024-01-07 20:00:00,51.67697840747269
2024-01-07 21:00:00,48.19414564382595
2024-01-07 22:00:00,51.86314602574849
2024-01-07 23:00:00,50.769901932211724
2024-01-08 00:00:00,49.68672420468382
2024-01-08 01:00:00,49.91847494772913
2024-01-08 02:00:00,48.69042460914122
2024-01-08 03:00:00,50.89214440296416
2024-01-08 04:00:00,49.09003303931844
2024-01-08 05:00:00,47.5487884724655
2024-01-08 06:00:00,47.44412485136076
2024-01-08 07:00:00,50.34517583544424
2024-01-08 08:00:00,53.15818251282087
2024-01-08 09:00:00,50.31998322714688
2024-01-08 10:00:00,49.76272334778024
2024-01-08 11:00:00,50.57165227920508
2024-01-08 12:00:00,52.61200348341365
2024-01-08 13:00:00,50.43876500272771
2024-01-08 14:00:00,49.17814553833252
2024-01-08 15:00:00,52.21257742011978
2024-01-08 16:00:00,50.857512876923224
2024-01-08 17:00:00,62.170461661544614
2024-01-08 18:00:00,50.36646887444381
2024-01-08 19:00:00,47.551061936559
2024-01-08 20:00:00,47.26368160150867
2024-01-08 21:00:00,53.301855864462496
2024-01-08 22:00:00,53.4473314415666
2024-01-08 23:00:00,49.6409615734348
2024-01-09 00:00:00,49.23362535772802
2024-01-09 01:00:00,52.922888584484404
2024-01-09 02:00:00,47.785908635913025
2024-01-09 03:00:00,48.21054596208835
2024-01-09 04:00:00,51.28665358937809
2024-01-09 05:00:00,49.21078975428082
2024-01-09 06:00:00,49.98975626655986
2024-01-09 07:00:00,49.67311420295098
2024-01-09 08:00:00,50.67514909759787
2024-01-09 09:00:00,52.81496372262743
2024-01-09 10:00:00,50.18116981380349
2024-01-09 11:00:00,51.28787758655372
2024-01-09 12:00:00,45.89965579793795
2024-01-09 13:00:00,49.902563196139766
2024-01-09 14:00:00,48.31353945941426
2024-01-09 15:00:00,47.562373879152744
2024-01-09 16:00:00,48.243695266142495
2024-01-09 17:00:00,49.33175311859838
2024-01-09 18:00:00,51.83180508471202
2024-01-09 19:00:00,47.34721456452087
2024-01-09 20:00:00,50.06126298518883
2024-01-09 21:00:00,49.03166113333284
2024-01-09 22:00:00,49.344653811276075
2024-01-09 23:00:00,52.00551565060921
2024-01-10 00:00:00,51.076230874007855
2024-01-10 01:00:00,52.67479621488549
